"","Spelling","wlen","FreqCount","LogFreq(Zipf)","CD","DomPoS","DomPoSLemma","Spell_check","Hyphen","Double_word_entry"
"12318","sweeter",7,545,3.433,0.01,"noun","sweeter","UKUS",0,NA
"12319","tattoos",7,545,3.433,0.008,"noun","tattoo","UKUS",0,NA
"12320","mindset",7,544,3.432,0.01,"noun","mindset","UKUS",0,"mind set"
"12321","appoint",7,544,3.432,0.01,"verb","appoint","UKUS",0,NA
"12322","listens",7,544,3.432,0.011,"verb","listen","UKUS",0,NA
"12323","lindsey",7,543,3.431,0.003,"name","lindsey","X",0,NA
"12324","carling",7,542,3.431,0.006,"name","carling","UKUS",0,NA
"12325","offload",7,541,3.43,0.007,"noun","offload","UKUS",0,"off load"
"12326","bladder",7,541,3.43,0.008,"noun","bladder","UKUS",0,NA
"12327","sundays",7,541,3.43,0.01,"name","sundays","X",0,NA
"12328","elastic",7,540,3.429,0.009,"adjective","elastic","UKUS",0,NA
"12329","porsche",7,540,3.429,0.005,"name","porsche","X",0,NA
"12330","dubious",7,539,3.428,0.011,"adjective","dubious","UKUS",0,NA
"12331","mclaren",7,539,3.428,0.006,"name","mclaren","X",0,NA
"12332","classed",7,538,3.427,0.011,"verb","class","UKUS",0,NA
"12333","toasted",7,538,3.427,0.009,"verb","toast","UKUS",0,NA
"12334","visions",7,537,3.427,0.009,"noun","vision","UKUS",0,NA
"12335","lizards",7,536,3.426,0.007,"noun","lizard","UKUS",0,NA
"12336","nappies",7,536,3.426,0.008,"noun","nappy","UKUS",0,NA
"12337","execute",7,535,3.425,0.01,"verb","execute","UKUS",0,NA
"12338","guitars",7,534,3.424,0.007,"noun","guitar","UKUS",0,NA
"12339","seekers",7,534,3.424,0.008,"noun","seeker","UKUS",0,NA
"12340","coating",7,533,3.423,0.009,"noun","coating","UKUS",0,NA
"12341","hugging",7,533,3.423,0.01,"verb","hug","UKUS",0,NA
"12342","migrant",7,532,3.422,0.007,"adjective","migrant","UKUS",0,NA
"12343","lothian",7,532,3.422,0.006,"name","lothian","X",0,NA
"12344","tomkins",7,532,3.422,0.002,"name","tomkins","X",0,NA
"12345","mmm-hmm",7,532,3.422,0.009,"noun","mmm-hmm","X",1,"mmm hmm"
"12346","hazards",7,531,3.422,0.008,"noun","hazard","UKUS",0,NA
"12347","full-on",7,531,3.422,0.011,"adjective","full-on","UK",1,"full on"
"12348","leaflet",7,530,3.421,0.009,"noun","leaflet","UKUS",0,NA
"12349","squeaky",7,528,3.419,0.008,"adverb","squeaky","UKUS",0,NA
"12350","lasagne",7,527,3.418,0.005,"noun","lasagne","UK",0,NA
"12351","abolish",7,527,3.418,0.009,"verb","abolish","UKUS",0,NA
"12352","lorenzo",7,527,3.418,0.002,"name","lorenzo","X",0,NA
"12353","blasted",7,526,3.418,0.011,"verb","blast","UKUS",0,NA
"12354","wake-up",7,526,3.418,0.01,"adjective","wake-up","UK",1,"wake up"
"12355","renewal",7,525,3.417,0.009,"noun","renewal","UKUS",0,NA
"12356","shaving",7,525,3.417,0.009,"verb","shave","UKUS",0,NA
"12357","coldest",7,524,3.416,0.009,"adjective","coldest","UKUS",0,NA
"12358","dusting",7,524,3.416,0.009,"verb","dust","UKUS",0,NA
"12359","bruises",7,521,3.413,0.01,"noun","bruise","UKUS",0,NA
"12360","bounces",7,520,3.413,0.009,"verb","bounce","UKUS",0,NA
"12361","curling",7,520,3.413,0.008,"verb","curl","UKUS",0,NA
"12362","prairie",7,520,3.413,0.003,"noun","prairie","UKUS",0,NA
"12363","capello",7,520,3.413,0.006,"name","capello","X",0,NA
"12364","pierced",7,519,3.412,0.009,"verb","pierce","UKUS",0,NA
"12365","shampoo",7,518,3.411,0.008,"noun","shampoo","UKUS",0,NA
"12366","strides",7,518,3.411,0.008,"noun","stride","UKUS",0,NA
"12367","ensured",7,517,3.41,0.011,"verb","ensure","UKUS",0,NA
"12368","garages",7,517,3.41,0.007,"noun","garage","UKUS",0,NA
"12369","steward",7,517,3.41,0.007,"noun","steward","UKUS",0,NA
"12370","dearest",7,516,3.409,0.009,"adjective","dearest","UKUS",0,NA
"12371","mermaid",7,516,3.409,0.006,"noun","mermaid","UKUS",0,NA
"12372","wildest",7,516,3.409,0.01,"adjective","wildest","UKUS",0,NA
"12373","hancock",7,516,3.409,0.005,"name","hancock","X",0,NA
"12374","neptune",7,516,3.409,0.005,"name","neptune","X",0,NA
"12375","ladders",7,515,3.408,0.008,"noun","ladder","UKUS",0,NA
"12376","longing",7,515,3.408,0.009,"noun","longing","UKUS",0,NA
"12377","seating",7,515,3.408,0.009,"verb","seat","UKUS",0,NA
"12378","blooded",7,514,3.408,0.009,"adjective","blooded","UKUS",0,NA
"12379","steamed",7,514,3.408,0.008,"verb","steam","UKUS",0,NA
"12380","earners",7,513,3.407,0.008,"noun","earner","UKUS",0,NA
"12381","grimsby",7,513,3.407,0.005,"name","grimsby","X",0,NA
"12382","pledges",7,512,3.406,0.008,"noun","pledge","UKUS",0,NA
"12383","malvern",7,512,3.406,0.004,"name","malvern","X",0,NA
"12384","alarmed",7,511,3.405,0.01,"verb","alarm","UKUS",0,NA
"12385","ecstasy",7,511,3.405,0.007,"noun","ecstasy","UKUS",0,NA
"12386","rooting",7,511,3.405,0.01,"verb","root","UKUS",0,NA
"12387","olivier",7,511,3.405,0.006,"name","olivier","X",0,NA
"12388","inkwell",7,509,3.403,0.003,"noun","inkwell","UKUS",0,"ink well"
"12389","jumpers",7,509,3.403,0.009,"noun","jumper","UKUS",0,NA
"12390","license",7,509,3.403,0.008,"noun","license","UKUS",0,NA
"12391","bingham",7,509,3.403,0.003,"name","bingham","X",0,NA
"12392","persian",7,509,3.403,0.006,"adjective","persian","X",0,NA
"12393","workout",7,508,3.402,0.009,"noun","workout","UKUS",0,"work out"
"12394","steeped",7,507,3.402,0.011,"verb","steep","UKUS",0,NA
"12395","donovan",7,507,3.402,0.005,"name","donovan","X",0,NA
"12396","spanner",7,506,3.401,0.008,"noun","spanner","UKUS",0,NA
"12397","timbers",7,506,3.401,0.008,"noun","timber","UKUS",0,NA
"12398","someday",7,505,3.4,0.008,"adverb","someday","UKUS",0,"some day"
"12399","scruffy",7,505,3.4,0.008,"adjective","scruffy","UKUS",0,NA
"12400","bethany",7,505,3.4,0.002,"name","bethany","X",0,NA
"12401","bespoke",7,504,3.399,0.009,"adjective","bespoke","UKUS",0,NA
"12402","bracket",7,504,3.399,0.009,"noun","bracket","UKUS",0,NA
"12403","scrappy",7,504,3.399,0.007,"adjective","scrappy","UKUS",0,NA
"12404","settles",7,504,3.399,0.01,"verb","settle","UKUS",0,NA
"12405","tangled",7,504,3.399,0.009,"verb","tangle","UKUS",0,NA
"12406","desired",7,503,3.398,0.011,"verb","desire","UKUS",0,NA
"12407","snoring",7,503,3.398,0.008,"verb","snore","UKUS",0,NA
"12408","stilton",7,503,3.398,0.004,"name","stilton","UKUS",0,NA
"12409","damning",7,502,3.397,0.01,"noun","damning","UKUS",0,NA
"12410","burnham",7,502,3.397,0.006,"name","burnham","X",0,NA
"12411","on-line",7,502,3.397,0.006,"adjective","on-line","UK",1,"on line"
"12412","disrupt",7,501,3.396,0.01,"verb","disrupt","UKUS",0,NA
"12413","freaked",7,501,3.396,0.01,"verb","freak","UKUS",0,NA
"12414","accents",7,500,3.396,0.008,"noun","accent","UKUS",0,NA
"12415","captive",7,500,3.396,0.008,"adjective","captive","UKUS",0,NA
"12416","dresser",7,500,3.396,0.007,"noun","dresser","UKUS",0,NA
"12417","roberto",7,500,3.396,0.006,"name","roberto","X",0,NA
"12418","dashing",7,499,3.395,0.009,"verb","dash","UKUS",0,NA
"12419","guarded",7,499,3.395,0.01,"verb","guard","UKUS",0,NA
"12420","lentils",7,499,3.395,0.004,"noun","lentil","UKUS",0,NA
"12421","sublime",7,499,3.395,0.009,"adjective","sublime","UKUS",0,NA
"12422","goldman",7,499,3.395,0.005,"name","goldman","X",0,NA
"12423","one-man",7,499,3.395,0.009,"adjective","one-man","UK",1,"one man"
"12424","crafted",7,498,3.394,0.01,"verb","craft","UKUS",0,NA
"12425","stopper",7,498,3.394,0.008,"noun","stopper","UKUS",0,NA
"12426","goodman",7,498,3.394,0.007,"name","goodman","X",0,NA
"12427","cockles",7,496,3.392,0.004,"noun","cockle","UKUS",0,NA
"12428","imagery",7,496,3.392,0.008,"noun","imagery","UKUS",0,NA
"12429","ovation",7,496,3.392,0.008,"noun","ovation","UKUS",0,NA
"12430","sensors",7,496,3.392,0.007,"noun","sensor","UKUS",0,NA
"12431","hopkins",7,496,3.392,0.006,"name","hopkins","X",0,NA
"12432","nibbles",7,495,3.391,0.005,"name","nibbles","UKUS",0,NA
"12433","desmond",7,495,3.391,0.005,"name","desmond","X",0,NA
"12434","indiana",7,494,3.39,0.007,"name","indiana","X",0,NA
"12435","clipped",7,493,3.389,0.009,"verb","clip","UKUS",0,NA
"12436","baroque",7,492,3.389,0.005,"adjective","baroque","UKUS",0,NA
"12437","methane",7,492,3.389,0.004,"noun","methane","UKUS",0,NA
"12438","tariffs",7,492,3.389,0.005,"noun","tariff","UKUS",0,NA
"12439","tripped",7,492,3.389,0.01,"verb","trip","UKUS",0,NA
"12440","gardner",7,492,3.389,0.006,"name","gardner","X",0,NA
"12441","boosted",7,491,3.388,0.01,"verb","boost","UKUS",0,NA
"12442","eclipse",7,491,3.388,0.006,"verb","eclipse","UKUS",0,NA
"12443","fearing",7,491,3.388,0.01,"verb","fear","UKUS",0,NA
"12444","geology",7,491,3.388,0.007,"noun","geology","UKUS",0,NA
"12445","posting",7,491,3.388,0.009,"verb","post","UKUS",0,NA
"12446","hampton",7,491,3.388,0.006,"name","hampton","X",0,NA
"12447","pebbles",7,490,3.387,0.006,"noun","pebble","UKUS",0,NA
"12448","dunkirk",7,490,3.387,0.004,"name","dunkirk","X",0,NA
"12449","fraught",7,489,3.386,0.01,"adjective","fraught","UKUS",0,NA
"12450","grasses",7,489,3.386,0.007,"noun","grass","UKUS",0,NA
"12451","pollock",7,489,3.386,0.004,"name","pollock","X",0,NA
"12452","sunrise",7,488,3.385,0.008,"noun","sunrise","UKUS",0,"sun rise"
"12453","disused",7,488,3.385,0.009,"adjective","disused","UKUS",0,NA
"12454","notable",7,487,3.384,0.01,"adjective","notable","UKUS",0,NA
"12455","stumble",7,487,3.384,0.01,"verb","stumble","UKUS",0,NA
"12456","wrestle",7,487,3.384,0.009,"verb","wrestle","UKUS",0,NA
"12457","a-level",7,486,3.383,0.008,"adjective","a-level","UK",1,"a level"
"12458","diagram",7,485,3.382,0.005,"noun","diagram","UKUS",0,NA
"12459","memoirs",7,485,3.382,0.008,"noun","memoirs","UKUS",0,NA
"12460","skinner",7,485,3.382,0.005,"name","skinner","UKUS",0,NA
"12461","clooney",7,485,3.382,0.005,"name","clooney","X",0,NA
"12462","robbers",7,484,3.381,0.007,"noun","robber","UKUS",0,NA
"12463","brittle",7,483,3.381,0.008,"adjective","brittle","UKUS",0,NA
"12464","descend",7,483,3.381,0.01,"verb","descend","UKUS",0,NA
"12465","ravioli",7,483,3.381,0.003,"noun","ravioli","UKUS",0,NA
"12466","scatter",7,483,3.381,0.008,"verb","scatter","UKUS",0,NA
"12467","spilled",7,483,3.381,0.01,"verb","spill","UKUS",0,NA
"12468","capsule",7,482,3.38,0.007,"noun","capsule","UKUS",0,NA
"12469","slashed",7,482,3.38,0.01,"verb","slash","UKUS",0,NA
"12470","roaming",7,481,3.379,0.008,"verb","roam","UKUS",0,NA
"12471","climber",7,480,3.378,0.006,"noun","climber","UKUS",0,NA
"12472","sparrow",7,480,3.378,0.005,"noun","sparrow","UKUS",0,NA
"12473","perkins",7,480,3.378,0.005,"name","perkins","X",0,NA
"12474","calibre",7,479,3.377,0.009,"noun","calibre","UK",0,NA
"12475","guesses",7,479,3.377,0.009,"noun","guess","UKUS",0,NA
"12476","abusive",7,478,3.376,0.008,"adjective","abusive","UKUS",0,NA
"12477","basking",7,478,3.376,0.006,"verb","bask","UKUS",0,NA
"12478","inkling",7,477,3.375,0.009,"noun","inkling","UKUS",0,NA
"12479","lunatic",7,477,3.375,0.009,"adjective","lunatic","UKUS",0,NA
"12480","tricked",7,477,3.375,0.009,"verb","trick","UKUS",0,NA
"12481","varnish",7,477,3.375,0.006,"noun","varnish","UKUS",0,NA
"12482","webster",7,477,3.375,0.006,"name","webster","X",0,NA
"12483","marches",7,476,3.374,0.009,"noun","march","UKUS",0,NA
"12484","telford",7,476,3.374,0.005,"name","telford","X",0,NA
"12485","busting",7,475,3.373,0.009,"verb","bust","UKUS",0,NA
"12486","fondant",7,475,3.373,0.004,"noun","fondant","UKUS",0,NA
"12487","archers",7,474,3.372,0.005,"name","archers","UKUS",0,NA
"12488","margate",7,474,3.372,0.004,"name","margate","X",0,NA
"12489","contend",7,473,3.372,0.01,"verb","contend","UKUS",0,NA
"12490","pageant",7,473,3.372,0.004,"noun","pageant","UKUS",0,NA
"12491","knowles",7,473,3.372,0.005,"name","knowles","X",0,NA
"12492","cherish",7,472,3.371,0.009,"verb","cherish","UKUS",0,NA
"12493","cuddles",7,472,3.371,0.006,"name","cuddles","UKUS",0,NA
"12494","floated",7,472,3.371,0.009,"verb","float","UKUS",0,NA
"12495","tissues",7,472,3.371,0.008,"noun","tissue","UKUS",0,NA
"12496","crusade",7,471,3.37,0.007,"noun","crusade","UKUS",0,NA
"12497","wiggins",7,471,3.37,0.004,"name","wiggins","X",0,NA
"12498","bangkok",7,470,3.369,0.005,"name","bangkok","X",0,NA
"12499","overdue",7,469,3.368,0.01,"adjective","overdue","UKUS",0,"over due"
"12500","devious",7,469,3.368,0.008,"adjective","devious","UKUS",0,NA
"12501","hawkins",7,469,3.368,0.004,"name","hawkins","X",0,NA
"12502","fillets",7,468,3.367,0.006,"noun","fillet","UKUS",0,NA
"12503","forfeit",7,468,3.367,0.005,"verb","forfeit","UKUS",0,NA
"12504","nucleus",7,468,3.367,0.004,"noun","nucleus","UKUS",0,NA
"12505","slapped",7,468,3.367,0.009,"verb","slap","UKUS",0,NA
"12506","undergo",7,467,3.366,0.01,"verb","undergo","UKUS",0,"under go"
"12507","drifted",7,467,3.366,0.009,"verb","drift","UKUS",0,NA
"12508","freight",7,467,3.366,0.006,"noun","freight","UKUS",0,NA
"12509","hey-hey",7,467,3.366,0.008,"adjective","hey-hey","UK",1,"hey hey"
"12510","thicken",7,466,3.365,0.008,"verb","thicken","UKUS",0,NA
"12511","knuckle",7,465,3.364,0.008,"noun","knuckle","UKUS",0,NA
"12512","prefers",7,465,3.364,0.01,"verb","prefer","UKUS",0,NA
"12513","yelling",7,465,3.364,0.008,"verb","yell","UKUS",0,NA
"12514","baboons",7,464,3.363,0.003,"noun","baboon","UKUS",0,NA
"12515","carnage",7,464,3.363,0.009,"noun","carnage","UKUS",0,NA
"12516","erupted",7,464,3.363,0.009,"verb","erupt","UKUS",0,NA
"12517","morgana",7,464,3.363,0.001,"name","morgana","X",0,NA
"12518","density",7,463,3.362,0.008,"noun","density","UKUS",0,NA
"12519","fleeing",7,463,3.362,0.009,"verb","flee","UKUS",0,NA
"12520","revisit",7,463,3.362,0.009,"verb","revisit","UKUS",0,NA
"12521","peckham",7,463,3.362,0.004,"name","peckham","X",0,NA
"12522","seymour",7,463,3.362,0.004,"name","seymour","X",0,NA
"12523","beavers",7,462,3.361,0.003,"noun","beaver","UKUS",0,NA
"12524","reclaim",7,462,3.361,0.009,"verb","reclaim","UKUS",0,NA
"12525","granger",7,461,3.36,0.005,"name","granger","UKUS",0,NA
"12526","ronaldo",7,461,3.36,0.004,"name","ronaldo","X",0,NA
"12527","erected",7,460,3.359,0.009,"verb","erect","UKUS",0,NA
"12528","orderly",7,460,3.359,0.008,"adjective","orderly","UKUS",0,NA
"12529","flipped",7,459,3.358,0.009,"verb","flip","UKUS",0,NA
"12530","invites",7,459,3.358,0.008,"verb","invite","UKUS",0,NA
"12531","reptile",7,459,3.358,0.007,"noun","reptile","UKUS",0,NA
"12532","focuses",7,458,3.358,0.01,"verb","focus","UKUS",0,NA
"12533","grenade",7,458,3.358,0.006,"noun","grenade","UKUS",0,NA
"12534","storing",7,458,3.358,0.009,"verb","store","UKUS",0,NA
"12535","prickly",7,457,3.357,0.008,"adjective","prickly","UKUS",0,NA
"12536","unleash",7,457,3.357,0.009,"verb","unleash","UKUS",0,NA
"12537","unravel",7,457,3.357,0.009,"verb","unravel","UKUS",0,NA
"12538","weeping",7,457,3.357,0.008,"verb","weep","UKUS",0,NA
"12539","doherty",7,457,3.357,0.005,"name","doherty","X",0,NA
"12540","guineas",7,456,3.356,0.005,"noun","guinea","UKUS",0,NA
"12541","refusal",7,456,3.356,0.009,"noun","refusal","UKUS",0,NA
"12542","traitor",7,456,3.356,0.007,"noun","traitor","UKUS",0,NA
"12543","gadaffi",7,456,3.356,0.003,"name","gadaffi","X",0,NA
"12544","wensley",7,455,3.355,0.002,"name","wensley","X",0,NA
"12545","getaway",7,454,3.354,0.008,"noun","getaway","UKUS",0,"get away"
"12546","listing",7,454,3.354,0.008,"noun","listing","UKUS",0,NA
"12547","farrell",7,454,3.354,0.004,"name","farrell","X",0,NA
"12548","rihanna",7,454,3.354,0.005,"name","rihanna","X",0,NA
"12549","pre-tax",7,454,3.354,0.006,"adjective","pre-tax","UK",1,"pre tax"
"12550","condoms",7,453,3.353,0.006,"noun","condom","UKUS",0,NA
"12551","decking",7,453,3.353,0.006,"verb","deck","UKUS",0,NA
"12552","flutter",7,453,3.353,0.008,"noun","flutter","UKUS",0,NA
"12553","gymnast",7,453,3.353,0.005,"noun","gymnast","UKUS",0,NA
"12554","lambing",7,453,3.353,0.003,"verb","lamb","UKUS",0,NA
"12555","hammers",7,452,3.352,0.008,"noun","hammer","UKUS",0,NA
"12556","shrimps",7,452,3.352,0.004,"noun","shrimp","UKUS",0,NA
"12557","sulphur",7,452,3.352,0.006,"noun","sulphur","UKUS",0,NA
"12558","laidlaw",7,452,3.352,0.002,"name","laidlaw","X",0,NA
"12559","javelin",7,451,3.351,0.005,"noun","javelin","UKUS",0,NA
"12560","patrols",7,451,3.351,0.008,"noun","patrol","UKUS",0,NA
"12561","freezes",7,450,3.35,0.008,"verb","freeze","UKUS",0,NA
"12562","printer",7,450,3.35,0.007,"noun","printer","UKUS",0,NA
"12563","suspend",7,450,3.35,0.009,"verb","suspend","UKUS",0,NA
"12564","watkins",7,450,3.35,0.004,"name","watkins","X",0,NA
"12565","drilled",7,449,3.349,0.009,"verb","drill","UKUS",0,NA
"12566","parrots",7,449,3.349,0.005,"noun","parrot","UKUS",0,NA
"12567","enfield",7,449,3.349,0.005,"name","enfield","X",0,NA
"12568","unheard",7,448,3.348,0.009,"adjective","unheard","UKUS",0,NA
"12569","goodwin",7,448,3.348,0.005,"name","goodwin","X",0,NA
"12570","boycott",7,447,3.347,0.006,"noun","boycott","UKUS",0,NA
"12571","handler",7,447,3.347,0.006,"noun","handler","UKUS",0,NA
"12572","plucked",7,447,3.347,0.009,"verb","pluck","UKUS",0,NA
"12573","minster",7,446,3.346,0.006,"name","minster","UKUS",0,NA
"12574","wheeler",7,446,3.346,0.006,"name","wheeler","UKUS",0,NA
"12575","frankel",7,446,3.346,0.001,"name","frankel","X",0,NA
"12576","catwalk",7,445,3.345,0.006,"noun","catwalk","UKUS",0,"cat walk"
"12577","fringes",7,445,3.345,0.008,"noun","fringe","UKUS",0,NA
"12578","furnace",7,445,3.345,0.006,"noun","furnace","UKUS",0,NA
"12579","program",7,445,3.345,0.007,"noun","program","UKUS",0,NA
"12580","braxton",7,445,3.345,0.003,"name","braxton","X",0,NA
"12581","quoting",7,444,3.344,0.009,"verb","quote","UKUS",0,NA
"12582","deserts",7,443,3.343,0.008,"noun","desert","UKUS",0,NA
"12583","howling",7,443,3.343,0.008,"verb","howl","UKUS",0,NA
"12584","palaces",7,443,3.343,0.007,"noun","palace","UKUS",0,NA
"12585","robbing",7,443,3.343,0.008,"verb","rob","UKUS",0,NA
"12586","forrest",7,443,3.343,0.005,"name","forrest","X",0,NA
"12587","sceptic",7,442,3.342,0.006,"adjective","sceptic","UK",0,NA
"12588","gunfire",7,442,3.342,0.007,"noun","gunfire","UKUS",0,"gun fire"
"12589","raleigh",7,442,3.342,0.003,"name","raleigh","X",0,NA
"12590","trimble",7,442,3.342,0.003,"name","trimble","X",0,NA
"12591","asshole",7,441,3.341,0.005,"noun","asshole","UKUS",0,"ass hole"
"12592","awaited",7,441,3.341,0.009,"verb","await","UKUS",0,NA
"12593","beacons",7,441,3.341,0.006,"name","beacons","UKUS",0,NA
"12594","sourced",7,441,3.341,0.008,"verb","source","UKUS",0,NA
"12595","stating",7,441,3.341,0.009,"verb","state","UKUS",0,NA
"12596","trivial",7,440,3.34,0.008,"adjective","trivial","UKUS",0,NA
"12597","looting",7,439,3.339,0.005,"noun","looting","UKUS",0,NA
"12598","treacle",7,439,3.339,0.006,"noun","treacle","UKUS",0,NA
"12599","exhaust",7,438,3.338,0.007,"noun","exhaust","UKUS",0,NA
"12600","insider",7,438,3.338,0.007,"noun","insider","UKUS",0,NA
"12601","potters",7,438,3.338,0.006,"noun","potter","UKUS",0,NA
"12602","watered",7,438,3.338,0.009,"verb","water","UKUS",0,NA
"12603","textile",7,437,3.337,0.007,"noun","textile","UKUS",0,NA
"12604","endorse",7,436,3.336,0.008,"verb","endorse","UKUS",0,NA
"12605","sixties",7,436,3.336,0.008,"noun","sixty","UKUS",0,NA
"12606","starved",7,436,3.336,0.009,"verb","starve","UKUS",0,NA
"12607","wannabe",7,435,3.335,0.007,"noun","wannabe","UKUS",0,"wanna be"
"12608","regimes",7,435,3.335,0.007,"noun","regime","UKUS",0,NA
"12609","sprayed",7,435,3.335,0.008,"verb","spray","UKUS",0,NA
"12610","stealth",7,435,3.335,0.007,"noun","stealth","UKUS",0,NA
"12611","suction",7,435,3.335,0.006,"noun","suction","UKUS",0,NA
"12612","gennaro",7,435,3.335,0.001,"name","gennaro","X",0,NA
"12613","overlap",7,434,3.334,0.007,"verb","overlap","UKUS",0,"over lap"
"12614","futures",7,434,3.334,0.008,"noun","future","UKUS",0,NA
"12615","rodgers",7,434,3.334,0.006,"name","rodgers","X",0,NA
"12616","possess",7,433,3.333,0.009,"verb","possess","UKUS",0,NA
"12617","topical",7,433,3.333,0.008,"adjective","topical","UKUS",0,NA
"12618","wriggle",7,433,3.333,0.007,"verb","wriggle","UKUS",0,NA
"12619","bassett",7,433,3.333,0.004,"name","bassett","X",0,NA
"12620","impacts",7,432,3.332,0.008,"noun","impact","UKUS",0,NA
"12621","soprano",7,432,3.332,0.006,"noun","soprano","UKUS",0,NA
"12622","briefed",7,431,3.331,0.008,"verb","brief","UKUS",0,NA
"12623","courier",7,431,3.331,0.006,"noun","courier","UKUS",0,NA
"12624","desires",7,431,3.331,0.008,"noun","desire","UKUS",0,NA
"12625","implant",7,431,3.331,0.004,"verb","implant","UKUS",0,NA
"12626","stalled",7,431,3.331,0.009,"verb","stall","UKUS",0,NA
"12627","burying",7,430,3.33,0.009,"verb","bury","UKUS",0,NA
"12628","golfers",7,430,3.33,0.006,"noun","golfer","UKUS",0,NA
"12629","threads",7,430,3.33,0.007,"noun","thread","UKUS",0,NA
"12630","gatland",7,430,3.33,0.003,"name","gatland","X",0,NA
"12631","analogy",7,429,3.329,0.008,"noun","analogy","UKUS",0,NA
"12632","baffled",7,429,3.329,0.009,"verb","baffle","UKUS",0,NA
"12633","tracing",7,429,3.329,0.008,"verb","trace","UKUS",0,NA
"12634","netball",7,428,3.328,0.005,"noun","netball","UKUS",0,"net ball"
"12635","oversee",7,428,3.328,0.009,"verb","oversee","UKUS",0,"over see"
"12636","bravely",7,428,3.328,0.009,"adverb","bravely","UKUS",0,NA
"12637","temples",7,428,3.328,0.006,"noun","temple","UKUS",0,NA
"12638","choking",7,427,3.327,0.008,"verb","choke","UKUS",0,NA
"12639","quartet",7,427,3.327,0.007,"noun","quartet","UKUS",0,NA
"12640","rituals",7,427,3.327,0.007,"noun","ritual","UKUS",0,NA
"12641","escapes",7,426,3.326,0.009,"verb","escape","UKUS",0,NA
